LSH	RHS	supp	conf	
02-Apart., 10-Husb.work.class=PrivateWorker, 09-Wife:Mexico, 08-Husb.:Mexico	01-H. not owned	11,83460	97,26563	
03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	01-H. not owned	9,55323	70,03484	
03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	11,12167	81,53310	
03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	NO	9,79087	71,77700	
03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	11,12167	79,59184	
03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe, NO	10-Husb.work.class=PrivateWorker	9,79087	77,44361	
03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe, NO	11-Wife.work.class=PrivateWorker	9,69582	76,69173	
03-Vechicl.=2, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	09-Wife:West Europe	11,12167	71,77914	
03-Vechicl.=2, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, NO	09-Wife:West Europe	9,79087	73,04965	
03-Vechicl.=2, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	10,74144	80,14184	
03-Vechicl.=2, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	9,60076	71,12676	
03-Vechicl.=2, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	09-Wife:West Europe	9,69582	71,83099	
03-Vechicl.=2, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	10,74144	79,57746	
03-Vechicl.=2, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. not owned	10,50380	70,60703	
03-Vechicl.=2, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	08-Husb.:West Europe	11,12167	74,76038	
03-Vechicl.=2, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, NO	08-Husb.:West Europe	9,79087	76,86567	
03-Vechicl.=2, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	10,21863	80,22388	
03-Vechicl.=2, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	08-Husb.:West Europe	9,69582	76,40449	
03-Vechicl.=2, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	10,21863	80,52434	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	01-H. not owned	11,59696	74,39024	
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	14,92395	71,68950	
08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. not owned	11,26426	70,53571	
08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, NO	03-Vechicl.=2	9,79087	73,04965	
08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	10,74144	80,14184	
08-Husb.:West Europe, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	9,50570	70,17544	
08-Husb.:West Europe, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	03-Vechicl.=2	9,69582	71,57895	
08-Husb.:West Europe, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	10,74144	79,29825	
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	10,93156	70,33639	
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	10,17110	71,57191	
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	03-Vechicl.=2	10,21863	71,90635	
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	08-Husb.:West Europe	10,74144	75,58528	
10-Husb.work.class=PrivateWorker, YES, 09-Wife:Mexico, 08-Husb.:Mexico	01-H. not owned	10,64639	78,87324	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=04, NO	01-H. not owned	9,64829	71,73145	
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 09-Wife:Mexico, 08-Husb.:Mexico	01-H. not owned	11,78707	76,54321	
10-Husb.work.class=PrivateWorker, 09-Wife:Mexico, 08-Husb.:Mexico, 06-Husb.:no school	01-H. not owned	9,69582	86,80851	
01-H. not owned, 02-Apart., 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	10,69392	79,78723	
01-H. not owned, 02-Apart., 03-Vechicl.=2, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	10,69392	81,22744	
01-H. not owned, 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	02-Apart.	10,69392	71,65605	
02-Apart., 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	01-H. not owned	10,69392	93,75000	
